koc_id,high_or_low,cat,follower_count,anxiety_score,view,like,collect,comments,share,is_commercial,quote,quote_video,video_cpe,video_cpm,quote_post,post_cpe,post_cpm
3480333079,high,study,82000,0,1.3w,"1,451",555,17,4,0,,,,,,,
3480333079,high,study,82000,3,"6,177",282,270,19,5,1,,,,,,,
butter3o3,high,study,64800,3,8.2w,"4,924",549,306,500,0,"视频报价历史报价
达人报价
1.2w
CPE
4.53
CPM
483.25
图文报价历史报价
达人报价
1.0w
CPE
0.00
CPM
0.00",1.2w 4.53 483.25 1.0w 0.00 0.00,,,,,
butter3o3,high,study,64800,3,"4,123",291,12,29,6,0,,,,,,,
butter3o3,high,study,64800,1,"2,257",106,13,32,4,0,,,,,,,
butter3o3,high,study,64800,0,"7,178",433,127,28,25,0,,,,,,,
butter3o3,high,study,64800,0,2.9w,"3,824","2,498",106,313,1,,,,,,,
butter3o3,high,study,64800,3,7.2w,"4,924",549,306,500,0,,,,,,,
butter3o3,high,study,64800,3,"3,123",291,12,29,6,0,,,,,,,
butter3o3,high,study,64800,1,"2,791",123,27,31,9,0,,,,,,,
butter3o3,high,study,64800,0,"6,178",331,147,25,21,0,,,,,,,
butter3o3,high,study,64800,0,2.4w,"3,24","2,098",106,297,1,,,,,,,
107199492,high,study,25500,3,"1,530",98,10,13,2,1,"视频报价历史报价
达人报价
4,500
CPE
3.80
CPM
362.30
图文报价历史报价
达人报价
3,800
CPE
0.00
CPM
0.00
我是达人，申请修改报价


低于100%同层达人，低于100%同类达人",4500 3.80 362.30 3800 0.00 0.00,,,,,
107199492,high,study,25500,1,"3,673",328,53,15,7,0,,,,,,,
107199492,high,study,25500,0,1.9w,"2,568",251,15,18,1,,,,,,,
107199492,high,study,25500,3,"3,637",456,38,18,4,0,,,,,,,
107199492,high,study,25500,3,"5,420",583,65,16,8,0,,,,,,,
107199492,high,study,25500,0,"2,546",219,20,7,2,0,,,,,,,
107199492,high,study,25500,0,1.6w,"1,412",159,15,24,0,,,,,,,
107199492,high,study,25500,5,"5,497",623,66,8,15,0,,,,,,,
107199492,high,study,25500,5,5.5w,"3,266",303,30,59,1,,,,,,,
107199492,high,study,25500,0,"2,123",119,29,8,12,0,,,,,,,
119383142,high,study,11600,1,"1,599",88,43,2,8,0,"视频报价历史报价
达人报价
3,090
CPE
10.92
CPM
1044.62
图文报价历史报价
达人报价
1,000
CPE
0.14
CPM
12.53",3090 10.92 1044.62 1000 0.14 12.53,,,,,
119383142,high,study,11600,1,3.7w,"2,123","1,119",27,154,0,,,,,,,
119383142,high,study,11600,5,9.6w,"5,512","3,269",69,294,0,,,,,,,
119383142,high,study,11600,5,"2,958",278,3,2,1,0,,,,,,,
119383142,high,study,11600,1,"2,486",50,12,2,3,1,,,,,,,
119383142,high,study,11600,5,62.1w,3.7w,2.0w,576,"1,724",0,,,,,,,
119383142,high,study,11600,5,1.7w,"1,050",356,58,46,0,,,,,,,
119383142,high,study,11600,5,"3,813",119,24,42,4,1,,,,,,,
119383142,high,study,11600,5,7.2w,"4,679","1,698",120,181,0,,,,,,,
119383142,high,study,11600,1,8,5,2,0,0,0,,,,,,,
106946230,high,study,35500,0,"1,570",83,11,11,7,1,"视频报价历史报价
达人报价
6,999
CPE
3.00
CPM
246.25
图文报价历史报价
达人报价
4,999
CPE
70.41
CPM
5451.47",6999 3.00 246.25 4999 70.41 5451.47,,,,,
106946230,high,study,35500,3,3.9w,"1,559",963,54,379,0,,,,,,,
106946230,high,study,35500,1,"1,624",106,15,7,6,0,,,,,,,
106946230,high,study,35500,3,"3,022",175,77,7,11,0,,,,,,,
106946230,high,study,35500,1,785,51,24,1,1,0,,,,,,,
106946230,high,study,35500,1,917,56,6,9,1,0,,,,,,,
106946230,high,study,35500,1,"2,064",88,54,10,12,0,,,,,,,
106946230,high,study,35500,1,"2,041",84,77,4,12,0,,,,,,,
106946230,high,study,35500,3,"2,031",107,69,4,7,0,,,,,,,
106946230,high,study,35500,3,26.3w,1.2w,1.1w,92,"1,350",0,,,,,,,
liudianyi,high,study,78100,3,"4,398",371,18,6,8,0,"视频报价历史报价
达人报价
1.0w
CPE
5.61
CPM
504.78
图文报价历史报价
达人报价
7,000
CPE
5.09
CPM
541.44",1.0w 5.61 504.78 7000 5.09 541.44,,,,,
liudianyi,high,study,78100,5,1.4w,"1,025",130,49,19,0,,,,,,,
liudianyi,high,study,78100,3,"9,668",811,23,29,10,0,,,,,,,
liudianyi,high,study,78100,1,1.2w,935,63,44,11,0,,,,,,,
liudianyi,high,study,78100,1,"5,161",403,13,30,2,0,,,,,,,
liudianyi,high,study,78100,0,2.2w,"1,830",178,28,26,0,,,,,,,
liudianyi,high,study,78100,0,"7,567",635,28,22,6,0,,,,,,,
liudianyi,high,study,78100,1,2.7w,"2,246",153,50,25,0,,,,,,,
liudianyi,high,study,78100,5,3.2w,"2,610",235,77,25,0,,,,,,,
liudianyi,high,study,78100,3,1.5w,"1,198",84,42,18,0,,,,,,,
982387524,high,study,99100,1,2.0w,"1,206",778,39,1,0,"视频报价历史报价
达人报价
1.8w
CPE
6.07
CPM
521.46
图文报价历史报价
达人报价
1.5w
CPE
0.00
CPM
0.00",1.8w 6.07 521.46 1.5w 0.00 0.00,,,,,
982387524,high,study,99100,5,"1,771",945,363,55,7,1,,,,,,,
982387524,high,study,99100,3,"3,255",199,131,1,3,0,,,,,,,
982387524,high,study,99100,3,"3,490",786,330,40,0,1,,,,,,,
982387524,high,study,99100,3,"4,898","1,141",109,55,2,1,,,,,,,
982387524,high,study,99100,1,4.4w,"1,680","1,065",84,2,1,,,,,,,
982387524,high,study,99100,1,15.0w,"9,885","2,070",259,682,0,,,,,,,
982387524,high,study,99100,1,8.8w,"5,938","1,203",220,317,0,,,,,,,
982387524,high,study,99100,3,"8,497",365,529,7,5,0,,,,,,,
982387524,high,study,99100,0,4.1w,"3,425",605,41,8,0,,,,,,,
lofisuchat,high,study,19200,1,268,16,4,0,2,1,"视频报价历史报价
达人报价
1.0w
CPE
181.82
CPM
3570.79
图文报价历史报价
达人报价
6,000
CPE
4.64
CPM
259.91",1.0w 181.82 3570.79 6000 4.64 259.91,,,,,
lofisuchat,high,study,19200,0,1.4w,569,258,34,143,0,,,,,,,
lofisuchat,high,study,19200,3,3.8w,"1,538",638,288,245,0,,,,,,,
lofisuchat,high,study,19200,5,"1,452",90,7,9,6,0,,,,,,,
lofisuchat,high,study,19200,0,689,37,33,1,8,1,,,,,,,
lofisuchat,high,study,19200,3,5.6w,904,103,85,"1,210",0,,,,,,,
lofisuchat,high,study,19200,1,1.1w,137,78,37,33,1,,,,,,,
lofisuchat,high,study,19200,1,"3,487",116,60,5,9,1,,,,,,,
lofisuchat,high,study,19200,5,7.0w,"3,207","1,963",128,793,0,,,,,,,
lofisuchat,high,study,19200,1,1.3w,"1,014",226,74,26,0,,,,,,,
152386536,high,study,90000,3,"2,637",172,15,20,5,0,"视频报价历史报价
达人报价
1.6w
CPE
11.87
CPM
987.14
图文报价历史报价
达人报价
1.2w
CPE
18.77
CPM
1224.40",1.6w 11.87 987.14 1.2w 18.77 1224.40,,,,,
152386536,high,study,90000,0,"4,990",335,53,23,13,0,,,,,,,
152386536,high,study,90000,3,"8,449",582,56,36,28,0,,,,,,,
152386536,high,study,90000,3,"3,854",200,7,31,24,0,,,,,,,
152386536,high,study,90000,1,"6,035","1,130",978,14,5,1,,,,,,,
152386536,high,study,90000,3,1.1w,"1,113",600,24,19,0,,,,,,,
152386536,high,study,90000,0,1.1w,506,28,26,58,0,,,,,,,
152386536,high,study,90000,1,1.4w,349,29,34,19,0,,,,,,,
152386536,high,study,90000,3,1.2w,"1,262",396,28,11,0,,,,,,,
152386536,high,study,90000,1,1.3w,329,37,19,25,0,,,,,,,
